accountID,userID,accountType,accountName,bankName,currentBalance
6320,1517,Checking,Payne-Johnson,Payne-Johnson,3181.3
6321,1517,Savings,Greer Cole and Garcia,Greer Cole and Garcia,2850.58
6322,1517,Mortgage,Hoffman Wallace and Contreras Credit Card,White Group,-231728.29
6323,1517,Car Loan,Steele-Weeks Student Loan,Stanley Holt and Miller,-20194.17
6324,1517,Credit Card,Reed and Sons Car Loan,Choi Ferguson and Horton,-2306.94
6325,1518,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,1629.67
6326,1518,Savings,Browning Brown and Kennedy,Browning Brown and Kennedy,10739.68
6327,1518,Mortgage,Mcmahon PLC Car Loan,Burton Henderson and Williams,-100292.46
6328,1518,Investments,Armstrong-Moon Investments,Ayala-Montgomery,30663.07
6329,1518,Car Loan,Peterson-Potter Credit Card,Berry-Hanna,-37525.17
6330,1518,Investments,Hill and Sons Investments,Ward Group,36913.49
6331,1518,Student Loan,Alvarez-Williams Mortgage,Smith-Castillo,-26504.45
6332,1519,Checking,Palmer-Becker,Palmer-Becker,3698.32
6333,1519,Savings,Williams-Cooke,Williams-Cooke,8001.15
6334,1519,Mortgage,Marquez-Watts Investments,Lee Spencer and Wheeler,-74945.06
6335,1519,Car Loan,Walker-Wiggins Checking,Butler Inc,-15698.63
6336,1520,Checking,Greer Cole and Garcia,Greer Cole and Garcia,2519.31
6337,1520,Savings,Johnson Group,Johnson Group,13329.82
6338,1520,Credit Card,Anderson-Munoz Student Loan,Mills-Wilson,-3830.0
6339,1520,Car Loan,Rodriguez LLC Credit Card,Powell Perkins and Joyce,-13177.31
6340,1521,Checking,Barrett Group,Barrett Group,3461.22
6341,1521,Savings,Dougherty Greene and Johnston,Dougherty Greene and Johnston,9139.91
6342,1521,Car Loan,Bell Martinez and Johnson Mortgage,Stewart Inc,-24084.46
6343,1522,Checking,Eaton-Hernandez,Eaton-Hernandez,620.61
6344,1522,Savings,Rangel Gilmore and Myers,Rangel Gilmore and Myers,14382.13
6345,1522,Car Loan,Blevins Jensen and Greer Mortgage,Hamilton-Spencer,-6112.96
6346,1522,Investments,Silva-Robertson Credit Card,Marsh Davis and Sanders,65670.1
6347,1522,Investments,Wright-Baldwin Student Loan,Morris-Myers,19027.58
6348,1522,Mortgage,Brown-Vincent Credit Card,Meyer-Mayo,-231327.14
6349,1523,Checking,Phillips-Terry,Phillips-Terry,1250.86
6350,1523,Savings,Williams-Cooke,Williams-Cooke,14569.45
6351,1523,Credit Card,Burton Adams and Martin Investments,Arellano-Scott,-400.1
6352,1523,Credit Card,Fitzgerald Ltd Investments,Hunt-Evans,-4877.34
6353,1523,Credit Card,Bishop Group Savings,Dean Ltd,-2888.19
6354,1524,Checking,Mays PLC,Mays PLC,4186.34
6355,1524,Savings,Luna Becker and Hensley,Luna Becker and Hensley,12095.68
6356,1524,Credit Card,Santos Kramer and Martinez Mortgage,Townsend PLC,-3722.2
6357,1524,Investments,Walker-Lopez Savings,Garcia-Winters,40232.91
6358,1525,Checking,Hill-Brennan,Hill-Brennan,405.75
6359,1525,Savings,Faulkner Group,Faulkner Group,2747.89
6360,1525,Car Loan,Martinez LLC Credit Card,Ayala Reyes and Valenzuela,-17242.46
6361,1525,Mortgage,Miller PLC Mortgage,Parker Williams and Taylor,-185749.59
6362,1525,Car Loan,Contreras Hayes and Knapp Car Loan,Vasquez-Phelps,-39892.0
6363,1525,Investments,Bennett Ramirez and Klein Mortgage,Martinez-Parsons,78951.01
6364,1526,Checking,Eaton-Hernandez,Eaton-Hernandez,3197.84
6365,1526,Savings,Martinez-Butler,Martinez-Butler,10826.94
6366,1526,Mortgage,Boyd-Smith Savings,Choi Group,-196456.31
6367,1526,Investments,Mcmahon PLC Car Loan,Perry-Matthews,36275.52
6368,1527,Checking,Brown-Hall,Brown-Hall,236.17
6369,1527,Savings,Chavez Schwartz and Williams,Chavez Schwartz and Williams,15073.15
6370,1527,Student Loan,Kelly Barnes and Rivera Investments,Garza Ltd,-41611.89
6371,1527,Student Loan,Macias Inc Credit Card,Rosales Smith and Avila,-41751.34
6372,1528,Checking,Greer Cole and Garcia,Greer Cole and Garcia,1718.93
6373,1528,Savings,Simmons Mullins and Guerrero,Simmons Mullins and Guerrero,5378.83
6374,1528,Investments,Patterson-Thompson Savings,Shaffer Anderson and Smith,79325.18
6375,1529,Checking,Pineda-Shields,Pineda-Shields,1123.27
6376,1529,Savings,Williams-Cooke,Williams-Cooke,7275.56
6377,1529,Investments,Hess LLC Mortgage,Acosta-Stewart,57908.8
6378,1530,Checking,Dougherty Greene and Johnston,Dougherty Greene and Johnston,2550.25
6379,1530,Savings,Carrillo LLC,Carrillo LLC,14246.9
6380,1530,Investments,Green PLC Investments,Gibbs Inc,34136.31
6381,1531,Checking,Mason-Mcclure,Mason-Mcclure,4932.91
6382,1531,Savings,Gonzales Group,Gonzales Group,16495.72
6383,1531,Car Loan,Walker-Wiggins Checking,Molina PLC,-7597.04
6384,1532,Checking,Rangel Gilmore and Myers,Rangel Gilmore and Myers,2792.59
6385,1532,Savings,Carrillo LLC,Carrillo LLC,6209.99
6386,1532,Car Loan,Chambers-Ward Savings,Landry Rice and Howe,-33884.97
6387,1532,Investments,Clark Inc Credit Card,Adams Ltd,22973.47
6388,1532,Car Loan,Perez-Green Credit Card,Strickland PLC,-37492.7
6389,1532,Mortgage,Harris and Sons Investments,Sexton Inc,-72378.21
6390,1533,Checking,Brown-Hall,Brown-Hall,1409.77
6391,1533,Savings,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,12361.5
6392,1533,Student Loan,Hayes-Bishop Checking,Murray-Brown,-22672.83
6393,1533,Investments,Reynolds Stanton and Chambers Savings,Flores-Burton,86844.47
6394,1533,Student Loan,Weaver Allen and Avila Checking,Beasley Inc,-42448.15
6395,1534,Checking,Palmer-Becker,Palmer-Becker,3593.33
6396,1534,Savings,Barrett Group,Barrett Group,17290.49
6397,1534,Car Loan,Pearson-Welch Savings,Guerrero-Gonzalez,-17732.32
6398,1535,Checking,Mays PLC,Mays PLC,4836.49
6399,1535,Savings,Clark and Sons,Clark and Sons,11890.9
6400,1535,Car Loan,Taylor-Walker Credit Card,Hays-Moore,-36940.4
6401,1536,Checking,Williams-Khan,Williams-Khan,4778.08
6402,1536,Savings,Carrillo LLC,Carrillo LLC,15657.07
6403,1536,Investments,Campbell Fox and Schneider Student Loan,Murphy Roy and Johnson,78376.53
6404,1537,Checking,Crawford Martin and Nelson,Crawford Martin and Nelson,858.86
6405,1537,Savings,Barrett Group,Barrett Group,6999.84
6406,1537,Mortgage,Clements-Walker Mortgage,Williams Group,-206312.87
6407,1537,Investments,Miller-Brown Investments,Taylor LLC,42908.04
6408,1537,Student Loan,Bailey Evans and Nelson Investments,Moore Flores and Clark,-26054.32
6409,1537,Car Loan,Mitchell Group Credit Card,David-Young,-15221.73
6410,1537,Car Loan,Wallace Ltd Checking,Shields Inc,-14268.03
6411,1538,Checking,Warren-Torres,Warren-Torres,3246.98
6412,1538,Savings,Clark and Sons,Clark and Sons,9460.78
6413,1538,Mortgage,Chambers Group Car Loan,Ortiz and Sons,-205490.04
6414,1538,Student Loan,Holt-Cruz Savings,Dennis-Perez,-13472.59
6415,1538,Mortgage,Young and Sons Student Loan,Gonzalez-Duncan,-151287.47
6416,1539,Checking,Johnson Group,Johnson Group,836.22
6417,1539,Savings,Palmer-Becker,Palmer-Becker,1294.98
6418,1539,Investments,Pittman-Perkins Investments,Collier Group,24678.7
6419,1539,Car Loan,Anderson-Munoz Student Loan,Gallegos Perez and Ewing,-32621.56
6420,1540,Checking,Chavez Schwartz and Williams,Chavez Schwartz and Williams,3995.37
6421,1540,Savings,Villegas Weaver and Skinner,Villegas Weaver and Skinner,15642.52
6422,1540,Investments,Reid Inc Checking,Parker PLC,7328.38
6423,1540,Credit Card,Barnes Dawson and Stone Investments,Roach Perry and Shah,-253.83
6424,1540,Student Loan,Rowland LLC Investments,Smith Watkins and Hughes,-43288.87
6425,1540,Car Loan,Cole PLC Credit Card,Perez and Sons,-33067.98
6426,1540,Student Loan,Orr Young and Warren Savings,Drake and Sons,-40139.44
6427,1541,Checking,Foster Group,Foster Group,3064.44
6428,1541,Savings,Lopez PLC,Lopez PLC,16808.04
6429,1542,Checking,Foster Moody and Kelley,Foster Moody and Kelley,916.67
6430,1542,Savings,Anderson-Maldonado,Anderson-Maldonado,19305.8
6431,1542,Investments,Good-Alvarado Investments,Smith Shah and Richardson,31778.18
6432,1542,Car Loan,Fisher PLC Savings,Bonilla Ltd,-35184.53
6433,1542,Investments,Norris Henry and Cole Credit Card,Phillips and Sons,93153.58
6434,1543,Checking,Rangel Gilmore and Myers,Rangel Gilmore and Myers,3080.65
6435,1543,Savings,Foster Group,Foster Group,5560.89
6436,1543,Credit Card,Burns Delgado and Rose Checking,Carroll-Bell,-3177.8
6437,1544,Checking,Johnson Group,Johnson Group,2970.09
6438,1544,Savings,Garcia-Jacobson,Garcia-Jacobson,1058.05
6439,1544,Credit Card,Young and Sons Student Loan,Stewart Bowman and Deleon,-4003.1
6440,1544,Student Loan,Mcintyre-Johnson Credit Card,Jenkins-Lane,-12617.59
6441,1544,Student Loan,Schmitt PLC Car Loan,Rodriguez-Kim,-20778.09
6442,1545,Checking,Ramirez-Hanson,Ramirez-Hanson,3220.77
6443,1545,Savings,Williams-Khan,Williams-Khan,4336.44
6444,1545,Mortgage,Ferguson Koch and Campbell Student Loan,Johns-Munoz,-126926.04
6445,1545,Credit Card,Zuniga Jackson and Williams Savings,Patel PLC,-667.64
6446,1545,Car Loan,Marquez-Watts Investments,Griffin-Stephens,-19426.67
6447,1546,Checking,Brown-Thomas,Brown-Thomas,802.8
6448,1546,Savings,Richard Ltd,Richard Ltd,17976.74
6449,1547,Checking,Palmer-Becker,Palmer-Becker,3897.8
6450,1547,Savings,Cruz LLC,Cruz LLC,13178.21
6451,1547,Car Loan,Miller Inc Credit Card,Mccormick Group,-39967.91
6452,1547,Credit Card,Sandoval Taylor and Acosta Car Loan,Lee Duran and Gonzalez,-4076.42
6453,1547,Student Loan,Clark Munoz and Velazquez Checking,Jones LLC,-43879.08
6454,1548,Checking,Dougherty Greene and Johnston,Dougherty Greene and Johnston,2834.36
6455,1548,Savings,Palmer-Becker,Palmer-Becker,13914.82
6456,1548,Student Loan,Santos-Brown Investments,Bell Gonzalez and Smith,-2984.98
6457,1548,Mortgage,Boyd-Smith Savings,Thomas-Miller,-76195.42
6458,1548,Car Loan,Ellis Schmidt and Allen Student Loan,Vazquez LLC,-10969.9
6459,1549,Checking,Smith-Nguyen,Smith-Nguyen,1314.14
6460,1549,Savings,Hernandez-Edwards,Hernandez-Edwards,11984.49
6461,1549,Mortgage,Joyce-Lowe Mortgage,Hutchinson PLC,-104200.41
6462,1549,Mortgage,Murphy Lynch and Gay Mortgage,Ray Inc,-206150.73
6463,1550,Checking,Mason-Mcclure,Mason-Mcclure,1221.03
6464,1550,Savings,Smith-Nguyen,Smith-Nguyen,12239.22
6465,1550,Student Loan,Bennett Gray and Morales Investments,Nash Group,-18289.38
6466,1551,Checking,Mays PLC,Mays PLC,1738.45
6467,1551,Savings,Smith-Nguyen,Smith-Nguyen,10613.73
6468,1551,Mortgage,Sanchez Erickson and Cole Student Loan,Anderson PLC,-204271.48
6469,1552,Checking,James-Jordan,James-Jordan,196.96
6470,1552,Savings,Martinez-Butler,Martinez-Butler,7684.66
6471,1552,Investments,Christensen-Scott Savings,Davis Kelly and Smith,45842.81
6472,1553,Checking,Carrillo LLC,Carrillo LLC,4184.7
6473,1553,Savings,Browning Brown and Kennedy,Browning Brown and Kennedy,17925.46
6474,1553,Mortgage,Norman-Lewis Savings,Rocha LLC,-233170.48
6475,1554,Checking,Phillips-Terry,Phillips-Terry,3237.74
6476,1554,Savings,Villegas Weaver and Skinner,Villegas Weaver and Skinner,6690.32
6477,1554,Credit Card,Campbell Fox and Schneider Student Loan,Cox-Lynch,-749.79
6478,1554,Mortgage,Ellis-Martin Credit Card,Lam Vang and Wiley,-99822.19
6479,1554,Credit Card,Wright and Sons Credit Card,Burch Ltd,-1096.25
6480,1554,Investments,Ford and Sons Savings,Garcia Jones and Wu,10008.48
6481,1555,Checking,Payne-Johnson,Payne-Johnson,4594.77
6482,1555,Savings,Ellis Garcia and Fox,Ellis Garcia and Fox,5616.01
6483,1555,Investments,Lawrence Group Investments,Carroll Nelson and Lopez,98536.97
6484,1555,Mortgage,Koch Inc Savings,Smith-Wright,-202533.53
6485,1555,Investments,Hernandez-Dixon Car Loan,Marshall LLC,98689.08
6486,1555,Investments,Gibson Ltd Savings,Tucker-Henderson,12413.1
6487,1556,Checking,Hopkins LLC,Hopkins LLC,4830.31
6488,1556,Savings,Mays PLC,Mays PLC,12156.46
6489,1556,Investments,Morris LLC Mortgage,Odom-Lee,62061.29
6490,1556,Mortgage,Moore LLC Student Loan,Anderson Murray and Vaughn,-90819.68
6491,1557,Checking,Brown-Thomas,Brown-Thomas,349.22
6492,1557,Savings,Payne-Johnson,Payne-Johnson,9485.96
6493,1557,Investments,Steele-Weeks Student Loan,Harper-Klein,43094.18
6494,1558,Checking,Williams-Khan,Williams-Khan,3487.82
6495,1558,Savings,Eaton-Hernandez,Eaton-Hernandez,18863.73
6496,1558,Car Loan,Burke Mora and Richardson Savings,Long Davis and Schultz,-18535.53
6497,1558,Student Loan,Larson Inc Car Loan,Reid LLC,-31046.42
6498,1559,Checking,Garcia-Jacobson,Garcia-Jacobson,4588.0
6499,1559,Savings,Anderson-Maldonado,Anderson-Maldonado,9340.82
6500,1559,Credit Card,Miller-Brown Investments,Spencer Colon and Mcdaniel,-3518.83
6501,1559,Car Loan,Hansen-Mays Investments,Todd LLC,-25110.86
6502,1560,Checking,Phillips-Terry,Phillips-Terry,3171.66
6503,1560,Savings,Dougherty Greene and Johnston,Dougherty Greene and Johnston,4996.51
6504,1560,Student Loan,Warren Ward and Lloyd Mortgage,Roth-Moses,-7255.82
6505,1561,Checking,Martinez-Butler,Martinez-Butler,152.18
6506,1561,Savings,Clark and Sons,Clark and Sons,7220.59
6507,1562,Checking,Browning Brown and Kennedy,Browning Brown and Kennedy,4599.83
6508,1562,Savings,Palmer-Becker,Palmer-Becker,2075.72
6509,1562,Investments,Fisher PLC Savings,Morrow Vasquez and Kirby,67752.87
6510,1563,Checking,Chavez Schwartz and Williams,Chavez Schwartz and Williams,4565.12
6511,1563,Savings,Carrillo LLC,Carrillo LLC,19697.2
6512,1563,Student Loan,White-Camacho Car Loan,Fitzgerald Chase and Flynn,-47204.84
6513,1564,Checking,Foster Group,Foster Group,4708.42
6514,1564,Savings,Villegas Weaver and Skinner,Villegas Weaver and Skinner,19736.16
6515,1564,Student Loan,Burton Adams and Martin Investments,Santos-Roy,-5736.0
6516,1564,Car Loan,Moore Inc Investments,Stein-King,-32150.89
6517,1564,Student Loan,Fisher PLC Savings,Bailey Mccoy and Martin,-9031.6
6518,1565,Checking,Dougherty Greene and Johnston,Dougherty Greene and Johnston,197.73
6519,1565,Savings,Foster Moody and Kelley,Foster Moody and Kelley,1839.41
6520,1565,Car Loan,Lee LLC Investments,Clark Group,-5152.11
6521,1565,Credit Card,Lopez LLC Mortgage,Solis Group,-3707.48
6522,1565,Student Loan,Sandoval Nelson and Ibarra Credit Card,Todd Taylor and Mclaughlin,-41383.21
6523,1565,Investments,Paul-Harris Credit Card,Petty-Moore,30378.45
6524,1566,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,4366.54
6525,1566,Savings,Garcia-Jacobson,Garcia-Jacobson,2851.31
6526,1566,Credit Card,Sanders-Olson Checking,Morales-Bell,-4996.58
6527,1566,Credit Card,Murphy Fisher and Anthony Mortgage,Reed-Willis,-462.38
6528,1566,Credit Card,Taylor-Watkins Car Loan,Chandler-Reilly,-1242.68
6529,1566,Investments,Warren Inc Credit Card,Berry Group,52882.68
6530,1566,Mortgage,Jimenez-Hess Student Loan,Brandt and Sons,-99491.5
6531,1567,Checking,Barrett Group,Barrett Group,2677.91
6532,1567,Savings,Pineda-Shields,Pineda-Shields,9244.52
6533,1567,Investments,Taylor-Walker Credit Card,Gill-Dennis,67838.74
6534,1567,Student Loan,Schneider Lindsey and Banks Checking,Kennedy-Hammond,-13461.94
6535,1568,Checking,Clark and Sons,Clark and Sons,1030.28
6536,1568,Savings,Williams-Cooke,Williams-Cooke,11438.68
6537,1569,Checking,Hawkins-Robinson,Hawkins-Robinson,474.39
6538,1569,Savings,Payne-Johnson,Payne-Johnson,1441.65
6539,1569,Investments,Jackson Group Credit Card,Rivera PLC,4655.79
6540,1569,Mortgage,Simmons-Park Mortgage,Anderson-Edwards,-165594.76
6541,1569,Car Loan,Garcia Group Mortgage,Gray and Sons,-32751.53
6542,1569,Credit Card,Diaz PLC Student Loan,Smith Inc,-1475.56
6543,1570,Checking,Dougherty Greene and Johnston,Dougherty Greene and Johnston,1645.32
6544,1570,Savings,Anderson-Maldonado,Anderson-Maldonado,17729.04
6545,1570,Car Loan,Dean LLC Checking,Hodge-Anderson,-10199.18
6546,1570,Mortgage,Hernandez Ltd Car Loan,Martin LLC,-52330.19
6547,1571,Checking,Simmons Mullins and Guerrero,Simmons Mullins and Guerrero,4416.44
6548,1571,Savings,King-Davis,King-Davis,5792.61
6549,1571,Car Loan,Floyd Willis and Clayton Mortgage,Johnston Ibarra and Vargas,-32552.8
6550,1571,Mortgage,Hall Daniel and Davenport Credit Card,Smith Mckee and Waters,-168375.01
6551,1572,Checking,Cruz LLC,Cruz LLC,3862.99
6552,1572,Savings,Williams PLC,Williams PLC,16020.68
6553,1572,Credit Card,James Johnson and Spears Savings,Dougherty Ball and Bell,-4355.65
6554,1572,Credit Card,Obrien Mann and Andrade Checking,Gilbert-Patterson,-3274.24
6555,1572,Car Loan,Boyd-Smith Savings,Wilcox LLC,-29861.69
6556,1573,Checking,Carrillo LLC,Carrillo LLC,2203.51
6557,1573,Savings,Johnson Group,Johnson Group,9167.63
6558,1573,Car Loan,Rivera Salazar and Johnson Student Loan,Dunn Young and Sullivan,-11093.69
6559,1574,Checking,Williams-Cooke,Williams-Cooke,2581.73
6560,1574,Savings,Martinez-Butler,Martinez-Butler,684.12
6561,1574,Student Loan,Wilkinson-Maldonado Mortgage,White Hendrix and Castillo,-38558.87
6562,1574,Mortgage,Leonard PLC Checking,Moore Hines and Acosta,-102797.62
6563,1575,Checking,Hill-Brennan,Hill-Brennan,1137.16
6564,1575,Savings,Garcia-Jacobson,Garcia-Jacobson,5063.67
6565,1575,Car Loan,Schmitt PLC Car Loan,Ferrell Smith and Baker,-18984.92
6566,1576,Checking,Phillips-Terry,Phillips-Terry,3205.3
6567,1576,Savings,Palmer-Becker,Palmer-Becker,19671.06
6568,1576,Credit Card,James-Willis Student Loan,Anderson-Thomas,-4727.6
6569,1577,Checking,Carrillo LLC,Carrillo LLC,2060.79
6570,1577,Savings,Villegas Weaver and Skinner,Villegas Weaver and Skinner,11815.9
6571,1577,Credit Card,Koch Inc Savings,Garcia Christian and Turner,-3585.04
6572,1577,Student Loan,Ruiz Brock and Johnson Car Loan,Cohen Group,-31115.8
6573,1577,Credit Card,Mcknight-Johnson Checking,Russell Ltd,-866.12
6574,1578,Checking,Gonzales Group,Gonzales Group,4071.27
6575,1578,Savings,Garcia-Jacobson,Garcia-Jacobson,10742.96
6576,1578,Car Loan,Jackson Group Checking,Vargas LLC,-8502.64
6577,1578,Car Loan,Lopez LLC Mortgage,Johnson Mcdonald and Griffin,-8525.72
6578,1578,Investments,Hardy Carter and Perez Savings,Sanchez Burton and Smith,39524.73
6579,1579,Checking,King-Davis,King-Davis,3721.54
6580,1579,Savings,Hernandez-Edwards,Hernandez-Edwards,14029.11
6581,1579,Mortgage,Rivera-Rivera Checking,Horton and Sons,-136525.8
6582,1580,Checking,Phillips-Terry,Phillips-Terry,1415.75
6583,1580,Savings,Phillips-Terry,Phillips-Terry,17586.68
6584,1580,Credit Card,Schroeder PLC Car Loan,Jones Simpson and Carpenter,-4264.43
6585,1580,Student Loan,Johnson Goodman and Little Checking,Wilson-Woods,-24852.38
6586,1580,Investments,Irwin-Beck Mortgage,Mcknight Hicks and Diaz,61985.69
6587,1581,Checking,Clark and Sons,Clark and Sons,4573.48
6588,1581,Savings,Browning Brown and Kennedy,Browning Brown and Kennedy,3998.61
6589,1581,Student Loan,Ford-Waller Mortgage,Ortiz Ltd,-21051.53
6590,1582,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,157.42
6591,1582,Savings,Hernandez-Edwards,Hernandez-Edwards,14286.53
6592,1582,Mortgage,Mendez-Turner Car Loan,Thomas Group,-112497.35
6593,1582,Mortgage,Clark-Garcia Car Loan,Lee PLC,-90538.14
6594,1583,Checking,Eaton-Hernandez,Eaton-Hernandez,806.5
6595,1583,Savings,Richard Ltd,Richard Ltd,12365.65
6596,1583,Credit Card,Avila Stein and Bates Savings,Craig-Andrews,-295.32
6597,1583,Credit Card,Miller PLC Mortgage,Jones-Wong,-2094.41
6598,1584,Checking,Gonzales Group,Gonzales Group,798.12
6599,1584,Savings,Clark and Sons,Clark and Sons,1652.55
6600,1584,Mortgage,Barton Underwood and Park Checking,Fisher-Bishop,-212784.33
6601,1584,Credit Card,Hayes-Bishop Checking,Powers Johnson and Fitzgerald,-3269.9
6602,1585,Checking,Foster Moody and Kelley,Foster Moody and Kelley,2890.47
6603,1585,Savings,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,18342.35
6604,1585,Mortgage,Bell Martinez and Johnson Mortgage,Hall Lee and Brown,-91191.96
6605,1586,Checking,Simmons Mullins and Guerrero,Simmons Mullins and Guerrero,3578.18
6606,1586,Savings,Wiley-George,Wiley-George,5394.17
